username,content,timestamp
lupa_612,sam ##uel ##ec ##oe ##ur,2025-06-17T11:54:01.608583
tinkou__,tu peux remplacer is ##lam ##ique par total ##itaire ca marche encore mieux,2025-06-17T11:54:02.608175
theoriginalpimousse_,sam ##uel ##ed ##ark,2025-06-17T11:54:03.593602
lepilierdebar,er ##yc ##ite pour lar ##me,2025-06-17T11:54:03.882823
kine22,lira ##n na til pas dej ##a lar ##me nu ##cle ##aire,2025-06-17T11:54:06.934180
lupa_612,sam ##uel ##ec ##oe ##ur,2025-06-17T11:54:07.686140
nightbot,mes meilleurs cli ##ps sur ti ##kt ##ok ti ##kt ##ok ##com,2025-06-17T11:54:07.838020
tsukaaaa,au passage ces ##t assez dro ##le que les pays qui poss ##ed ##ent la bombe nu ##cle ##aire ne veulent pas que les autres la poss ##ed ##e mais pour eux meme ces ##t o ##k,2025-06-17T11:54:08.391460
ptitejaja,ah oui carre ##ment ha ##ha si tu le dis,2025-06-17T11:54:09.965595
clamakinisback,centrale nu ##cle ##aire to bombe nu ##cle ##aire,2025-06-17T11:54:10.831484
john33fr,ces ##t ev ##ide ##mment pour se de ##bar ##asser dun oppos ##ant politique comme les autres et ##ats quis ##rae ##l a attaque,2025-06-17T11:54:11.971582
oloooks1,md ##r lira ##n est plus civil ##ise que nous la communion est meilleure il fait bon a y vivre avant det ##re un pays is ##lam ##ique ces ##t un pays,2025-06-17T11:54:12.188889
gm_graham,depuis en re ##ali ##te,2025-06-17T11:54:14.404626
saint_l0up,depuis la revol ##ution de plut ##ot,2025-06-17T11:54:16.452902
huttopie,les pays occident ##aux non car ils ont eux aussi la bombe mais pour les pays arabes oui donc laisser avoir la bombe a lira ##n ces ##t aussi laisser prol ##ife ##rer la bombe dans toute la reg ##ion,2025-06-17T11:54:16.633134
falwoufr,la guerre est une poursuite de lac ##tiv ##ite politique par dau ##tres moyens,2025-06-17T11:54:17.774765
apsilon999,dal ##lie sous le reg ##ime du sh ##ah a ennemie sous reg ##ile des mol ##la ##hs,2025-06-17T11:54:18.669510
tutor_hcz,o ##k o ##k,2025-06-17T11:54:18.695176
biuemoon___,lira ##n rend la monnaie de sa pie ##ce a isra ##el et les gens osent etre cho ##ques ces ##t de la def ##ense vous ferme ##z dej ##a assez les yeux sur gaz ##a,2025-06-17T11:54:18.961001
lupa_612,sam ##uel ##ed ##ark sam ##uel ##eh ##app ##y,2025-06-17T11:54:21.225719
sdfljsgrljfslk,officiellement les centrales mais toujours soup ##con ##ne de faire des bombes en secret,2025-06-17T11:54:22.125152
siegaus,lira ##n et ##ait alli ##e a isra ##el avant la revol ##ution is ##lam ##ique,2025-06-17T11:54:22.592359
jackypuding,en vrai si ils peuvent renverser le reg ##ime des mol ##la ##hs sans trop dest ##abil ##iser la reg ##ion ces ##t pas mal ces ##t quand meme un reg ##ime total ##itaire lira ##n,2025-06-17T11:54:23.805679
smhashhh,pourquoi ont parle tou ##jour de net ##any ##ah ##u mais jamais du pres ##ident is,2025-06-17T11:54:25.309356
po_oum,sauf que tu nas aucune raison den ##rich ##ir au dessus de pour un usage autre que la bombe donc il y a une volont ##ee marque ##e ici,2025-06-17T11:54:28.277907
chiengpt,les guerre do ##jd sont aussi des guerres din ##for ##mation ##s il semble important de comprendre les inter ##ets des parties pour mieux cerne ##r le vrai du faux,2025-06-17T11:54:28.798751
rydars,is ##lam ##iste si tu veux mais tas compris,2025-06-17T11:54:30.820562
genepix,sacre tro ##lle ##ur,2025-06-17T11:54:32.128742
yfromj,non depuis,2025-06-17T11:54:36.247254
kbdninja_c12h12o4_n,et il y a rec ##ip ##ro ##cite,2025-06-17T11:54:37.555831
prof_intern,isra ##el a le droit de se def ##endre pre ##vent ##ive ##ment ces ##t le pres ##ident qui la dit,2025-06-17T11:54:43.705349
lupa_612,sam ##uel ##ec ##oe ##ur sam ##uel ##ec ##oe ##ur,2025-06-17T11:54:44.195572
leyaourtnature,cet ##s pour lar ##me lira ##n a dej ##a du nu ##cle ##aire civil,2025-06-17T11:54:52.209172
john33fr,et lira ##n et ##ait inspec ##te par lai ##ea lui ce quis ##rae ##l a toujours refuse en toute ille ##gal ##ite,2025-06-17T11:54:54.249523
marine_tartine,je vous laisse je vais me concent ##rer sur ma red ##act ##on de the ##se toujours contente de ce pont dact ##u sur tw ##itch avec sam ##uel bonne journ ##ee sam ##uel ##ec ##oe ##ur,2025-06-17T11:54:55.188106
clamakinisback,ces ##t un peu comme lal ##lem ##agne ou parle du chancelier et pas du pres ##ident,2025-06-17T11:54:55.847110
cyrille8574,comme en alle ##magne,2025-06-17T11:54:57.843463
smhashhh,merci de la rep ##onse je me posa ##i la question depuis long ##tem ##p,2025-06-17T11:55:05.138621
monsieurdemesmaeker,non leur nu ##cle ##aire est enrich ##ie a il en faut pour que ce sont une arme nu ##cle ##aire et aussi la cap ##aci ##te de leur mettre dans une bombe mais ca reste ille ##gal dau ##tant len ##rich ##ie,2025-06-17T11:55:06.692489
lefrig0,comme en alle ##magne un peu,2025-06-17T11:55:08.827609
tutor_hcz,bonne chance,2025-06-17T11:55:13.287811
mountmatue,a mes yeux il y a rien que ce soit dans la direction la program ##mation ou le ton qui touche a gauche,2025-06-17T11:55:13.837945
sdfljsgrljfslk,ya que ##n france et aux stat ##es que le pres ##ident a un peu de pouvoir,2025-06-17T11:55:17.679806
hortax_fr,comme en alle ##magne,2025-06-17T11:55:20.204425
runcyterr,parce que les usa oui aucun et ##at ne devrait lavoir tout court pour le coup meme si ca fait tres peur que des et ##ats illi ##ber ##ale ai lar ##me nu ##cle ##aire ces ##t extr ##em ##ement hypoc ##rite da ##voir lar ##me soit meme et de dire que dau ##tre pays ne devraient pas lavoir,2025-06-17T11:55:25.681481
paininou,comme au can ##ada,2025-06-17T11:55:27.111357
xtrazzii,comme en russ ##ie x ##d,2025-06-17T11:55:28.801918
moulbitt,comme dans beaucoup de pays ou ##nl ##e prise ##nt a des fonctions internationales et er ministre inter ##ieur,2025-06-17T11:55:29.955881
oloooks1,une simple question est ##u dej ##a alle a te ##her ##an oui ou non,2025-06-17T11:55:36.520477
cyrille8574,tout a fait,2025-06-17T11:55:37.307632
diixon9,mais du coup il est el ##u pour combien de temps,2025-06-17T11:55:37.402751
moulbitt,pres ##ident,2025-06-17T11:55:37.654319
bristolte,je me demandait les dirigeants iran ##iens nav ##aient pas em ##is lid ##ee que ##n cas de mort du prem ##ei ##r ministre il y aurait dej ##a un remplace ##nt choisit,2025-06-17T11:55:40.769735
asthrahl,yo sam ##uel,2025-06-17T11:55:46.894572
leebpascal,oui mais ren ##e cor ##y est ton ami,2025-06-17T11:55:48.460340
le_chouffleur,vrai une the ##ocratie ces ##t quand le repr ##ese ##nta ##nt du peuple est iss ##u de dieu ou le cler ##ge,2025-06-17T11:55:50.891999
asti_666,oui sous la cinqu ##iem ##e aussi holland ##e na servi a rien,2025-06-17T11:55:52.460259
madjah33,bul ##le ##do ##plo ##l bul ##le ##do ##plo ##l,2025-06-17T13:41:27.157286
joojojoel,faut les ed ##u ##quer a la discret ##ion,2025-06-17T13:41:28.096014
mountmatue,et le socialisme le communisme et lan ##arch ##isme ont tous comme caract ##eri ##st ##ique str ##uct ##urant ##e de lid ##eo ##log ##ie une red ##ist ##ribution juste des richesses lid ##ee ces ##t de tendre vers une division de ce quo ##n a sur terre ce qui est fini les stocks deau des ##pa ##ce de nourriture de vie qui permette a tous les individus vivants et futurs de jouir des meme ##s droits donc personne ne viendra chez toi car tau ##ras pas acc ##apar ##e du parc immobil ##ier par exemple,2025-06-17T13:41:30.989584
barder60,mis ##kine force a elle,2025-06-17T13:41:31.307095
gooperrr,quand tes pas dans la contrainte det ##re force de se lever tes bien heureux de te lever normalement,2025-06-17T13:41:32.651360
saint_l0up,tu penses,2025-06-17T13:41:35.122582
les4voirestunearme,elle pres ##enta ##it c a vous avant elle fait que bou ##ger,2025-06-17T13:41:45.803419
huttopie,o,2025-06-17T13:41:45.831282
8528lucky13,ri ##p sam ##uel ##ea ##lat ##ienne,2025-06-17T13:41:46.305641
kine22,quelle mouche lap ##ix ##e,2025-06-17T13:41:48.007359
leebpascal,ja ##i rat ##e quel sujet entre isra ##eli ##ran et maintenant,2025-06-17T13:41:48.373120
le_chouffleur,la nuit ca va aux toilettes tres discret ##ement et ca tire la chasse tout aussi discret ##ement,2025-06-17T13:41:50.418358
moulbitt,le merc ##ato de m cette annee sam ##uel ##ev ##alo ##rant,2025-06-17T13:41:51.270785
duduchedurockozarts,,2025-06-17T13:41:52.131784
8528lucky13,o,2025-06-17T13:41:53.486132
huttopie,elle va rejoindre han ##una,2025-06-17T13:41:58.727450
alainraftk1ng,anne ##so las ##ix k ##app ##a,2025-06-17T13:42:07.394739
loic_1715,si les meilleurs partent en er que penser de dr ##uc ##ker lu ##l,2025-06-17T13:42:14.985343
bertocheeee,joli,2025-06-17T13:42:16.352959
mahauthekat,pourquoi est ##ce quil ##s lont retire ##e du h,2025-06-17T13:42:16.599154
ornimade,on as les raison de son ev ##iction,2025-06-17T13:42:17.963346
lacarooteaigri,tu dis son age,2025-06-17T13:42:18.781609
knotchon,anne soph ##ie las ##ix non bon,2025-06-17T13:42:20.431274
monsieurdemesmaeker,du coup y ##ves cal ##vi part de cet horaire de rt ##l,2025-06-17T13:42:28.560706
ouitabix,bon ##jour sam ##uel ##et ##ienne des ##ole da ##voir lu ##r ##ker toute la matin ##ee ja ##dor ##e tec ##oute un liv ##e din ##fo ##s avec ta bonne humeur sont vraiment appr ##ec ##ia ##ble,2025-06-17T13:42:28.917318
jinroh2015,tu peux lin ##vite ##r sur ta chaine comme elle part de france tv se ##em ##s ##go ##od,2025-06-17T13:42:30.509135
john33fr,parce quelle ose traiter mac ##ron comme il doit let ##re ca plai ##t pas a del ##phine,2025-06-17T13:42:33.479708
leooyleo,comment ces ##t possible,2025-06-17T13:42:35.177147
saint_l0up,du coup ju ##lien courbe ##t a dit quil pensait etre remercie incessamment,2025-06-17T13:42:41.664198
cleitosbright,ils tont pas invite,2025-06-17T13:42:47.906524
myxprtz,ces ##t pte ##te un rp quil fait,2025-06-17T13:42:50.021470
bertocheeee,jp ##ens ##ais a une van ##ne a faire avec la photo pour la pi ##x mais j ##veux rien dire de dep ##lac ##e,2025-06-17T13:42:55.335421
chiengpt,esti ##l aussi tellement car ##otte,2025-06-17T13:42:58.247255
dragoonwild,merci del ##phine,2025-06-17T13:43:06.681212
davidhasselhov,elle va bos ##ser avec han ##oun ##a,2025-06-17T13:43:10.826860
noono124,ho moi ja ##ima ##is bien y ##ves cal ##vi jes ##per ##e quil va reprendre le cre ##neau,2025-06-17T13:43:11.595788
ouitabix,salut ##ation la mode ##ration,2025-06-17T13:43:15.108978
saint_ezekiel_,sept a huit bis,2025-06-17T13:43:24.314918
soulwings,la je dep ##rime un peu je ne sor ##s pas beaucoup mais mis part ca le boul ##ot prend une place importante dans lem ##plo ##i du temps donc je suis disponible mais ces ##t long quoi,2025-06-17T13:43:25.720594
ldplayerunus,on a chacun son vec ##u k ##app ##a,2025-06-17T13:43:28.309276
immoise_,anne soph ##ie en roue libre,2025-06-17T13:43:29.218760
poissonfoudroillant,on est invite au pot de dep ##art,2025-06-17T13:43:29.588436
sinrok972,jes ##per ##e pas quelle bos ##se avec han ##oo ##bn ##a,2025-06-17T13:43:37.055350
beefteak,ba ##h m,2025-06-17T13:43:41.134422
earendil2016,sam ##uel ##elo ##l sam ##uel ##elo ##l sam ##uel ##elo ##l sam ##uel ##elo ##l,2025-06-17T13:43:44.060820
